evaler,evalee,week,rank,token,description,adjective
bsairamr,siyer,5,11,10,DESCRIPTION,ADJECTIVE
bsairamr,yangsis,5,12,10,DESCRIPTION,ADJECTIVE
bsairamr,pmpande,1,1,10,DESCRIPTION,ADJECTIVE
bsairamr,mmlele,1,2,10,DESCRIPTION,ADJECTIVE
voraj,jaynagle,1,1,10,DESCRIPTION,ADJECTIVE
voraj,jashjhav,1,2,10,DESCRIPTION,ADJECTIVE
rohsurve,yketkar,4,1,10,DESCRIPTION,ADJECTIVE
rohsurve,rnedunur,4,2,10,DESCRIPTION,ADJECTIVE
rohsurve,pmpande,4,3,10,DESCRIPTION,ADJECTIVE
rohsurve,nishshah,4,4,10,DESCRIPTION,ADJECTIVE
rohsurve,mmlele,4,5,10,DESCRIPTION,ADJECTIVE
rohsurve,jashjhav,4,6,10,DESCRIPTION,ADJECTIVE
rohsurve,arivero,4,7,10,DESCRIPTION,ADJECTIVE
rohsurve,bsairamr,4,8,10,DESCRIPTION,ADJECTIVE
rohsurve,samvaity,4,9,10,DESCRIPTION,ADJECTIVE
rohsurve,siyer,4,10,10,DESCRIPTION,ADJECTIVE
rohsurve,yangsis,4,11,10,DESCRIPTION,ADJECTIVE
deng4,yketkar,1,1,10,DESCRIPTION,ADJECTIVE
deng4,guzh,1,2,10,DESCRIPTION,ADJECTIVE
deng4,yangsis,1,3,10,DESCRIPTION,ADJECTIVE
deng4,vpatani,1,4,10,DESCRIPTION,ADJECTIVE
bsairamr,rnedunur,6,1,10,DESCRIPTION,ADJECTIVE
bsairamr,rohsurve,6,2,10,DESCRIPTION,ADJECTIVE
bsairamr,pmpande,6,3,10,DESCRIPTION,ADJECTIVE
bsairamr,deng4,6,4,10,DESCRIPTION,ADJECTIVE
bsairamr,mmlele,6,5,10,DESCRIPTION,ADJECTIVE
bsairamr,jaynagle,6,6,10,DESCRIPTION,ADJECTIVE
bsairamr,jashjhav,6,7,10,DESCRIPTION,ADJECTIVE
bsairamr,voraj,6,8,10,DESCRIPTION,ADJECTIVE
bsairamr,harranga,6,9,10,DESCRIPTION,ADJECTIVE
bsairamr,guzh,6,10,10,DESCRIPTION,ADJECTIVE
bsairamr,acsarkis,6,11,10,DESCRIPTION,ADJECTIVE
bsairamr,sshivara,6,12,10,DESCRIPTION,ADJECTIVE
bsairamr,siyer,6,13,10,DESCRIPTION,ADJECTIVE
bsairamr,yangsis,6,14,10,DESCRIPTION,ADJECTIVE
sshivara,yketkar,6,1,10,DESCRIPTION,ADJECTIVE
sshivara,rnedunur,6,2,10,DESCRIPTION,ADJECTIVE
sshivara,pmpande,6,3,10,DESCRIPTION,ADJECTIVE
sshivara,mmlele,6,4,10,DESCRIPTION,ADJECTIVE
sshivara,jaynagle,6,5,10,DESCRIPTION,ADJECTIVE
sshivara,jashjhav,6,6,10,DESCRIPTION,ADJECTIVE
sshivara,voraj,6,7,10,DESCRIPTION,ADJECTIVE
sshivara,guzh,6,8,10,DESCRIPTION,ADJECTIVE
sshivara,cdingers,6,9,10,DESCRIPTION,ADJECTIVE
sshivara,acsarkis,6,10,10,DESCRIPTION,ADJECTIVE
sshivara,bsairamr,6,11,10,DESCRIPTION,ADJECTIVE
sshivara,samvaity,6,12,10,DESCRIPTION,ADJECTIVE
sshivara,yangsis,6,13,10,DESCRIPTION,ADJECTIVE
sshivara,vpatani,6,14,10,DESCRIPTION,ADJECTIVE
asadana,yketkar,3,1,10,DESCRIPTION,ADJECTIVE
asadana,rnedunur,3,2,10,DESCRIPTION,ADJECTIVE
asadana,nishshah,3,3,10,DESCRIPTION,ADJECTIVE
asadana,mmlele,3,4,10,DESCRIPTION,ADJECTIVE
asadana,jaynagle,3,5,10,DESCRIPTION,ADJECTIVE
asadana,harranga,3,6,10,DESCRIPTION,ADJECTIVE
asadana,guzh,3,7,10,DESCRIPTION,ADJECTIVE
asadana,aykaranj,3,8,10,DESCRIPTION,ADJECTIVE
voraj,rnedunur,3,1,10,DESCRIPTION,ADJECTIVE
voraj,pmpande,3,2,10,DESCRIPTION,ADJECTIVE
voraj,jaynagle,3,3,10,DESCRIPTION,ADJECTIVE
voraj,jashjhav,3,4,10,DESCRIPTION,ADJECTIVE
voraj,harranga,3,5,10,DESCRIPTION,ADJECTIVE
voraj,cdingers,3,6,10,DESCRIPTION,ADJECTIVE
voraj,arivero,3,7,10,DESCRIPTION,ADJECTIVE
voraj,aykaranj,3,8,10,DESCRIPTION,ADJECTIVE
voraj,samvaity,3,9,10,DESCRIPTION,ADJECTIVE
samvaity,rohsurve,5,1,10,DESCRIPTION,ADJECTIVE
samvaity,pmpande,5,2,10,DESCRIPTION,ADJECTIVE
samvaity,deng4,5,3,10,DESCRIPTION,ADJECTIVE
samvaity,nishshah,5,4,10,DESCRIPTION,ADJECTIVE
samvaity,mmlele,5,5,10,DESCRIPTION,ADJECTIVE
samvaity,jaynagle,5,6,10,DESCRIPTION,ADJECTIVE
samvaity,voraj,5,7,10,DESCRIPTION,ADJECTIVE
samvaity,guzh,5,8,10,DESCRIPTION,ADJECTIVE
samvaity,cdingers,5,9,10,DESCRIPTION,ADJECTIVE
samvaity,arivero,5,10,10,DESCRIPTION,ADJECTIVE
samvaity,aykaranj,5,11,10,DESCRIPTION,ADJECTIVE
samvaity,sshivara,5,12,10,DESCRIPTION,ADJECTIVE
samvaity,yangsis,5,13,10,DESCRIPTION,ADJECTIVE
mmlele,yketkar,6,1,10,DESCRIPTION,ADJECTIVE
mmlele,rnedunur,6,2,10,DESCRIPTION,ADJECTIVE
mmlele,rohsurve,6,3,10,DESCRIPTION,ADJECTIVE
mmlele,pmpande,6,4,10,DESCRIPTION,ADJECTIVE
mmlele,nishshah,6,5,10,DESCRIPTION,ADJECTIVE
mmlele,jashjhav,6,6,10,DESCRIPTION,ADJECTIVE
mmlele,voraj,6,7,10,DESCRIPTION,ADJECTIVE
mmlele,cdingers,6,8,10,DESCRIPTION,ADJECTIVE
mmlele,asadana,6,9,10,DESCRIPTION,ADJECTIVE
mmlele,arivero,6,10,10,DESCRIPTION,ADJECTIVE
mmlele,aykaranj,6,11,10,DESCRIPTION,ADJECTIVE
mmlele,bsairamr,6,12,10,DESCRIPTION,ADJECTIVE
mmlele,samvaity,6,13,10,DESCRIPTION,ADJECTIVE
mmlele,sshivara,6,14,10,DESCRIPTION,ADJECTIVE
mmlele,yangsis,6,15,10,DESCRIPTION,ADJECTIVE
pmpande,rnedunur,2,1,10,DESCRIPTION,ADJECTIVE
pmpande,mmlele,2,2,10,DESCRIPTION,ADJECTIVE
pmpande,voraj,2,3,10,DESCRIPTION,ADJECTIVE
pmpande,harranga,2,4,10,DESCRIPTION,ADJECTIVE
pmpande,bsairamr,2,5,10,DESCRIPTION,ADJECTIVE
yangsis,yketkar,1,1,10,DESCRIPTION,ADJECTIVE
yangsis,deng4,1,2,10,DESCRIPTION,ADJECTIVE
yangsis,guzh,1,3,10,DESCRIPTION,ADJECTIVE
yangsis,vpatani,1,4,10,DESCRIPTION,ADJECTIVE
cdingers,voraj,3,1,10,DESCRIPTION,ADJECTIVE
cdingers,arivero,3,2,10,DESCRIPTION,ADJECTIVE
cdingers,aykaranj,3,3,10,DESCRIPTION,ADJECTIVE
cdingers,samvaity,3,4,10,DESCRIPTION,ADJECTIVE
pmpande,rnedunur,4,1,10,DESCRIPTION,ADJECTIVE
pmpande,rohsurve,4,2,10,DESCRIPTION,ADJECTIVE
pmpande,mmlele,4,3,10,DESCRIPTION,ADJECTIVE
pmpande,voraj,4,4,10,DESCRIPTION,ADJECTIVE
pmpande,harranga,4,5,10,DESCRIPTION,ADJECTIVE
pmpande,cdingers,4,6,10,DESCRIPTION,ADJECTIVE
pmpande,bsairamr,4,7,10,DESCRIPTION,ADJECTIVE
pmpande,sshivara,4,8,10,DESCRIPTION,ADJECTIVE
pmpande,yangsis,4,9,10,DESCRIPTION,ADJECTIVE
asadana,yketkar,6,1,10,DESCRIPTION,ADJECTIVE
asadana,rnedunur,6,2,10,DESCRIPTION,ADJECTIVE
asadana,rohsurve,6,3,10,DESCRIPTION,ADJECTIVE
asadana,pmpande,6,4,10,DESCRIPTION,ADJECTIVE
asadana,nishshah,6,5,10,DESCRIPTION,ADJECTIVE
asadana,mmlele,6,6,10,DESCRIPTION,ADJECTIVE
asadana,jaynagle,6,7,10,DESCRIPTION,ADJECTIVE
asadana,jashjhav,6,8,10,DESCRIPTION,ADJECTIVE
asadana,voraj,6,9,10,DESCRIPTION,ADJECTIVE
asadana,harranga,6,10,10,DESCRIPTION,ADJECTIVE
asadana,guzh,6,11,10,DESCRIPTION,ADJECTIVE
asadana,cdingers,6,12,10,DESCRIPTION,ADJECTIVE
asadana,aykaranj,6,13,10,DESCRIPTION,ADJECTIVE
asadana,vpatani,6,14,10,DESCRIPTION,ADJECTIVE
samvaity,sshivara,1,1,10,DESCRIPTION,ADJECTIVE
cdingers,pmpande,4,1,10,DESCRIPTION,ADJECTIVE
cdingers,mmlele,4,2,10,DESCRIPTION,ADJECTIVE
cdingers,voraj,4,3,10,DESCRIPTION,ADJECTIVE
cdingers,arivero,4,4,10,DESCRIPTION,ADJECTIVE
cdingers,aykaranj,4,5,10,DESCRIPTION,ADJECTIVE
cdingers,samvaity,4,6,10,DESCRIPTION,ADJECTIVE
cdingers,sshivara,4,7,10,DESCRIPTION,ADJECTIVE
harranga,rnedunur,4,1,10,DESCRIPTION,ADJECTIVE
harranga,pmpande,4,2,10,DESCRIPTION,ADJECTIVE
harranga,deng4,4,3,10,DESCRIPTION,ADJECTIVE
harranga,jaynagle,4,4,10,DESCRIPTION,ADJECTIVE
harranga,voraj,4,5,10,DESCRIPTION,ADJECTIVE
harranga,guzh,4,6,10,DESCRIPTION,ADJECTIVE
harranga,asadana,4,7,10,DESCRIPTION,ADJECTIVE
harranga,acsarkis,4,8,10,DESCRIPTION,ADJECTIVE
harranga,bsairamr,4,9,10,DESCRIPTION,ADJECTIVE
harranga,vpatani,4,10,10,DESCRIPTION,ADJECTIVE
guzh,yketkar,3,1,10,DESCRIPTION,ADJECTIVE
guzh,deng4,3,2,10,DESCRIPTION,ADJECTIVE
guzh,nishshah,3,3,10,DESCRIPTION,ADJECTIVE
guzh,jaynagle,3,4,10,DESCRIPTION,ADJECTIVE
guzh,jashjhav,3,5,10,DESCRIPTION,ADJECTIVE
guzh,asadana,3,6,10,DESCRIPTION,ADJECTIVE
guzh,acsarkis,3,7,10,DESCRIPTION,ADJECTIVE
guzh,aykaranj,3,8,10,DESCRIPTION,ADJECTIVE
guzh,sshivara,3,9,10,DESCRIPTION,ADJECTIVE
guzh,yangsis,3,10,10,DESCRIPTION,ADJECTIVE
guzh,vpatani,3,11,10,DESCRIPTION,ADJECTIVE
samvaity,rohsurve,4,1,10,DESCRIPTION,ADJECTIVE
samvaity,deng4,4,2,10,DESCRIPTION,ADJECTIVE
samvaity,nishshah,4,3,10,DESCRIPTION,ADJECTIVE
samvaity,mmlele,4,4,10,DESCRIPTION,ADJECTIVE
samvaity,jaynagle,4,5,10,DESCRIPTION,ADJECTIVE
samvaity,voraj,4,6,10,DESCRIPTION,ADJECTIVE
samvaity,cdingers,4,7,10,DESCRIPTION,ADJECTIVE
samvaity,arivero,4,8,10,DESCRIPTION,ADJECTIVE
samvaity,aykaranj,4,9,10,DESCRIPTION,ADJECTIVE
samvaity,sshivara,4,10,10,DESCRIPTION,ADJECTIVE
samvaity,yangsis,4,11,10,DESCRIPTION,ADJECTIVE
aykaranj,acsarkis,1,1,10,DESCRIPTION,ADJECTIVE
aykaranj,arivero,1,2,10,DESCRIPTION,ADJECTIVE
jashjhav,yketkar,5,1,10,DESCRIPTION,ADJECTIVE
jashjhav,rohsurve,5,2,10,DESCRIPTION,ADJECTIVE
jashjhav,deng4,5,3,10,DESCRIPTION,ADJECTIVE
jashjhav,jaynagle,5,4,10,DESCRIPTION,ADJECTIVE
jashjhav,voraj,5,5,10,DESCRIPTION,ADJECTIVE
jashjhav,harranga,5,6,10,DESCRIPTION,ADJECTIVE
jashjhav,guzh,5,7,10,DESCRIPTION,ADJECTIVE
jashjhav,asadana,5,8,10,DESCRIPTION,ADJECTIVE
jashjhav,acsarkis,5,9,10,DESCRIPTION,ADJECTIVE
jashjhav,arivero,5,10,10,DESCRIPTION,ADJECTIVE
jashjhav,bsairamr,5,11,10,DESCRIPTION,ADJECTIVE
jashjhav,sshivara,5,12,10,DESCRIPTION,ADJECTIVE
jashjhav,siyer,5,13,10,DESCRIPTION,ADJECTIVE
jashjhav,vpatani,5,14,10,DESCRIPTION,ADJECTIVE
vpatani,yketkar,1,1,10,DESCRIPTION,ADJECTIVE
vpatani,deng4,1,2,10,DESCRIPTION,ADJECTIVE
vpatani,guzh,1,3,10,DESCRIPTION,ADJECTIVE
vpatani,yangsis,1,4,10,DESCRIPTION,ADJECTIVE
jashjhav,yketkar,4,1,10,DESCRIPTION,ADJECTIVE
jashjhav,rohsurve,4,2,10,DESCRIPTION,ADJECTIVE
jashjhav,deng4,4,3,10,DESCRIPTION,ADJECTIVE
jashjhav,jaynagle,4,4,10,DESCRIPTION,ADJECTIVE
jashjhav,voraj,4,5,10,DESCRIPTION,ADJECTIVE
jashjhav,guzh,4,6,10,DESCRIPTION,ADJECTIVE
jashjhav,acsarkis,4,7,10,DESCRIPTION,ADJECTIVE
jashjhav,arivero,4,8,10,DESCRIPTION,ADJECTIVE
jashjhav,bsairamr,4,9,10,DESCRIPTION,ADJECTIVE
jashjhav,sshivara,4,10,10,DESCRIPTION,ADJECTIVE
jashjhav,siyer,4,11,10,DESCRIPTION,ADJECTIVE
jashjhav,deng4,2,1,10,DESCRIPTION,ADJECTIVE
jashjhav,jaynagle,2,2,10,DESCRIPTION,ADJECTIVE
jashjhav,voraj,2,3,10,DESCRIPTION,ADJECTIVE
jashjhav,bsairamr,2,4,10,DESCRIPTION,ADJECTIVE
jashjhav,siyer,2,5,10,DESCRIPTION,ADJECTIVE
yangsis,yketkar,4,1,10,DESCRIPTION,ADJECTIVE
yangsis,rohsurve,4,2,10,DESCRIPTION,ADJECTIVE
yangsis,pmpande,4,3,10,DESCRIPTION,ADJECTIVE
yangsis,deng4,4,4,10,DESCRIPTION,ADJECTIVE
yangsis,nishshah,4,5,10,DESCRIPTION,ADJECTIVE
yangsis,mmlele,4,6,10,DESCRIPTION,ADJECTIVE
yangsis,jaynagle,4,7,10,DESCRIPTION,ADJECTIVE
yangsis,guzh,4,8,10,DESCRIPTION,ADJECTIVE
yangsis,arivero,4,9,10,DESCRIPTION,ADJECTIVE
yangsis,bsairamr,4,10,10,DESCRIPTION,ADJECTIVE
yangsis,samvaity,4,11,10,DESCRIPTION,ADJECTIVE
yangsis,vpatani,4,12,10,DESCRIPTION,ADJECTIVE
jaynagle,nishshah,2,1,10,DESCRIPTION,ADJECTIVE
jaynagle,jashjhav,2,2,10,DESCRIPTION,ADJECTIVE
jaynagle,voraj,2,3,10,DESCRIPTION,ADJECTIVE
jaynagle,guzh,2,4,10,DESCRIPTION,ADJECTIVE
jaynagle,asadana,2,5,10,DESCRIPTION,ADJECTIVE
jaynagle,aykaranj,2,6,10,DESCRIPTION,ADJECTIVE
sshivara,yketkar,3,1,10,DESCRIPTION,ADJECTIVE
sshivara,jashjhav,3,2,10,DESCRIPTION,ADJECTIVE
sshivara,guzh,3,3,10,DESCRIPTION,ADJECTIVE
sshivara,acsarkis,3,4,10,DESCRIPTION,ADJECTIVE
sshivara,samvaity,3,5,10,DESCRIPTION,ADJECTIVE
sshivara,vpatani,3,6,10,DESCRIPTION,ADJECTIVE
voraj,yketkar,5,1,10,DESCRIPTION,ADJECTIVE
voraj,rnedunur,5,2,10,DESCRIPTION,ADJECTIVE
voraj,pmpande,5,3,10,DESCRIPTION,ADJECTIVE
voraj,nishshah,5,4,10,DESCRIPTION,ADJECTIVE
voraj,mmlele,5,5,10,DESCRIPTION,ADJECTIVE
voraj,jaynagle,5,6,10,DESCRIPTION,ADJECTIVE
voraj,jashjhav,5,7,10,DESCRIPTION,ADJECTIVE
voraj,harranga,5,8,10,DESCRIPTION,ADJECTIVE
voraj,cdingers,5,9,10,DESCRIPTION,ADJECTIVE
voraj,asadana,5,10,10,DESCRIPTION,ADJECTIVE
voraj,arivero,5,11,10,DESCRIPTION,ADJECTIVE
voraj,aykaranj,5,12,10,DESCRIPTION,ADJECTIVE
voraj,samvaity,5,13,10,DESCRIPTION,ADJECTIVE
voraj,vpatani,5,14,10,DESCRIPTION,ADJECTIVE
aykaranj,rnedunur,4,1,10,DESCRIPTION,ADJECTIVE
aykaranj,nishshah,4,2,10,DESCRIPTION,ADJECTIVE
aykaranj,jaynagle,4,3,10,DESCRIPTION,ADJECTIVE
aykaranj,voraj,4,4,10,DESCRIPTION,ADJECTIVE
aykaranj,guzh,4,5,10,DESCRIPTION,ADJECTIVE
aykaranj,cdingers,4,6,10,DESCRIPTION,ADJECTIVE
aykaranj,asadana,4,7,10,DESCRIPTION,ADJECTIVE
aykaranj,acsarkis,4,8,10,DESCRIPTION,ADJECTIVE
aykaranj,arivero,4,9,10,DESCRIPTION,ADJECTIVE
aykaranj,samvaity,4,10,10,DESCRIPTION,ADJECTIVE
aykaranj,vpatani,4,11,10,DESCRIPTION,ADJECTIVE
yangsis,yketkar,6,1,10,DESCRIPTION,ADJECTIVE
yangsis,rohsurve,6,2,10,DESCRIPTION,ADJECTIVE
yangsis,pmpande,6,3,10,DESCRIPTION,ADJECTIVE
yangsis,deng4,6,4,10,DESCRIPTION,ADJECTIVE
yangsis,nishshah,6,5,10,DESCRIPTION,ADJECTIVE
yangsis,mmlele,6,6,10,DESCRIPTION,ADJECTIVE
yangsis,jaynagle,6,7,10,DESCRIPTION,ADJECTIVE
yangsis,harranga,6,8,10,DESCRIPTION,ADJECTIVE
yangsis,guzh,6,9,10,DESCRIPTION,ADJECTIVE
yangsis,arivero,6,10,10,DESCRIPTION,ADJECTIVE
yangsis,bsairamr,6,11,10,DESCRIPTION,ADJECTIVE
yangsis,samvaity,6,12,10,DESCRIPTION,ADJECTIVE
yangsis,sshivara,6,13,10,DESCRIPTION,ADJECTIVE
yangsis,vpatani,6,14,10,DESCRIPTION,ADJECTIVE
voraj,rnedunur,4,1,10,DESCRIPTION,ADJECTIVE
voraj,pmpande,4,2,10,DESCRIPTION,ADJECTIVE
voraj,jaynagle,4,3,10,DESCRIPTION,ADJECTIVE
voraj,jashjhav,4,4,10,DESCRIPTION,ADJECTIVE
voraj,harranga,4,5,10,DESCRIPTION,ADJECTIVE
voraj,cdingers,4,6,10,DESCRIPTION,ADJECTIVE
voraj,asadana,4,7,10,DESCRIPTION,ADJECTIVE
voraj,arivero,4,8,10,DESCRIPTION,ADJECTIVE
voraj,aykaranj,4,9,10,DESCRIPTION,ADJECTIVE
voraj,samvaity,4,10,10,DESCRIPTION,ADJECTIVE
voraj,vpatani,4,11,10,DESCRIPTION,ADJECTIVE
bsairamr,pmpande,2,1,10,DESCRIPTION,ADJECTIVE
bsairamr,deng4,2,2,10,DESCRIPTION,ADJECTIVE
bsairamr,mmlele,2,3,10,DESCRIPTION,ADJECTIVE
bsairamr,jashjhav,2,4,10,DESCRIPTION,ADJECTIVE
bsairamr,siyer,2,5,10,DESCRIPTION,ADJECTIVE
mmlele,yketkar,4,1,10,DESCRIPTION,ADJECTIVE
mmlele,rnedunur,4,2,10,DESCRIPTION,ADJECTIVE
mmlele,rohsurve,4,3,10,DESCRIPTION,ADJECTIVE
mmlele,pmpande,4,4,10,DESCRIPTION,ADJECTIVE
mmlele,nishshah,4,5,10,DESCRIPTION,ADJECTIVE
mmlele,cdingers,4,6,10,DESCRIPTION,ADJECTIVE
mmlele,asadana,4,7,10,DESCRIPTION,ADJECTIVE
mmlele,arivero,4,8,10,DESCRIPTION,ADJECTIVE
mmlele,bsairamr,4,9,10,DESCRIPTION,ADJECTIVE
mmlele,samvaity,4,10,10,DESCRIPTION,ADJECTIVE
mmlele,sshivara,4,11,10,DESCRIPTION,ADJECTIVE
mmlele,yangsis,4,12,10,DESCRIPTION,ADJECTIVE
jashjhav,jaynagle,1,1,10,DESCRIPTION,ADJECTIVE
jashjhav,voraj,1,2,10,DESCRIPTION,ADJECTIVE
guzh,yketkar,6,1,10,DESCRIPTION,ADJECTIVE
guzh,pmpande,6,2,10,DESCRIPTION,ADJECTIVE
guzh,deng4,6,3,10,DESCRIPTION,ADJECTIVE
guzh,nishshah,6,4,10,DESCRIPTION,ADJECTIVE
guzh,jaynagle,6,5,10,DESCRIPTION,ADJECTIVE
guzh,jashjhav,6,6,10,DESCRIPTION,ADJECTIVE
guzh,harranga,6,7,10,DESCRIPTION,ADJECTIVE
guzh,asadana,6,8,10,DESCRIPTION,ADJECTIVE
guzh,acsarkis,6,9,10,DESCRIPTION,ADJECTIVE
guzh,arivero,6,10,10,DESCRIPTION,ADJECTIVE
guzh,aykaranj,6,11,10,DESCRIPTION,ADJECTIVE
guzh,bsairamr,6,12,10,DESCRIPTION,ADJECTIVE
guzh,samvaity,6,13,10,DESCRIPTION,ADJECTIVE
guzh,sshivara,6,14,10,DESCRIPTION,ADJECTIVE
guzh,yangsis,6,15,10,DESCRIPTION,ADJECTIVE
guzh,vpatani,6,16,10,DESCRIPTION,ADJECTIVE
yangsis,yketkar,2,1,10,DESCRIPTION,ADJECTIVE
yangsis,rohsurve,2,2,10,DESCRIPTION,ADJECTIVE
yangsis,deng4,2,3,10,DESCRIPTION,ADJECTIVE
yangsis,mmlele,2,4,10,DESCRIPTION,ADJECTIVE
yangsis,guzh,2,5,10,DESCRIPTION,ADJECTIVE
yangsis,arivero,2,6,10,DESCRIPTION,ADJECTIVE
yangsis,samvaity,2,7,10,DESCRIPTION,ADJECTIVE
yangsis,vpatani,2,8,10,DESCRIPTION,ADJECTIVE
samvaity,rohsurve,3,1,10,DESCRIPTION,ADJECTIVE
samvaity,mmlele,3,2,10,DESCRIPTION,ADJECTIVE
samvaity,voraj,3,3,10,DESCRIPTION,ADJECTIVE
samvaity,cdingers,3,4,10,DESCRIPTION,ADJECTIVE
samvaity,arivero,3,5,10,DESCRIPTION,ADJECTIVE
samvaity,aykaranj,3,6,10,DESCRIPTION,ADJECTIVE
samvaity,sshivara,3,7,10,DESCRIPTION,ADJECTIVE
samvaity,yangsis,3,8,10,DESCRIPTION,ADJECTIVE
jaynagle,jashjhav,1,1,10,DESCRIPTION,ADJECTIVE
jaynagle,voraj,1,2,10,DESCRIPTION,ADJECTIVE
arivero,acsarkis,1,1,10,DESCRIPTION,ADJECTIVE
arivero,aykaranj,1,2,10,DESCRIPTION,ADJECTIVE
arivero,yketkar,4,1,10,DESCRIPTION,ADJECTIVE
arivero,rohsurve,4,2,10,DESCRIPTION,ADJECTIVE
arivero,mmlele,4,3,10,DESCRIPTION,ADJECTIVE
arivero,jashjhav,4,4,10,DESCRIPTION,ADJECTIVE
arivero,voraj,4,5,10,DESCRIPTION,ADJECTIVE
arivero,cdingers,4,6,10,DESCRIPTION,ADJECTIVE
arivero,acsarkis,4,7,10,DESCRIPTION,ADJECTIVE
arivero,aykaranj,4,8,10,DESCRIPTION,ADJECTIVE
arivero,samvaity,4,9,10,DESCRIPTION,ADJECTIVE
arivero,yangsis,4,10,10,DESCRIPTION,ADJECTIVE
guzh,yketkar,2,1,10,DESCRIPTION,ADJECTIVE
guzh,deng4,2,2,10,DESCRIPTION,ADJECTIVE
guzh,nishshah,2,3,10,DESCRIPTION,ADJECTIVE
guzh,jaynagle,2,4,10,DESCRIPTION,ADJECTIVE
guzh,asadana,2,5,10,DESCRIPTION,ADJECTIVE
guzh,aykaranj,2,6,10,DESCRIPTION,ADJECTIVE
guzh,yangsis,2,7,10,DESCRIPTION,ADJECTIVE
guzh,vpatani,2,8,10,DESCRIPTION,ADJECTIVE
cdingers,yketkar,6,1,10,DESCRIPTION,ADJECTIVE
cdingers,rohsurve,6,2,10,DESCRIPTION,ADJECTIVE
cdingers,pmpande,6,3,10,DESCRIPTION,ADJECTIVE
cdingers,nishshah,6,4,10,DESCRIPTION,ADJECTIVE
cdingers,mmlele,6,5,10,DESCRIPTION,ADJECTIVE
cdingers,voraj,6,6,10,DESCRIPTION,ADJECTIVE
cdingers,asadana,6,7,10,DESCRIPTION,ADJECTIVE
cdingers,arivero,6,8,10,DESCRIPTION,ADJECTIVE
cdingers,aykaranj,6,9,10,DESCRIPTION,ADJECTIVE
cdingers,samvaity,6,10,10,DESCRIPTION,ADJECTIVE
cdingers,sshivara,6,11,10,DESCRIPTION,ADJECTIVE
cdingers,vpatani,6,12,10,DESCRIPTION,ADJECTIVE
